Hour,Value1,Value2
1361,0.83,0.83
1362,0.3,0.3
1363,0.9,0.9
1364,0.89,0.89
1365,0.35,0.35
1366,0.7,0.7
1367,0.47,0.47
1368,0.2,0.2
1369,0.59,0.59
1370,0.04,0.04
1371,0.2,0.2
1372,0.95,0.95
1373,0.56,0.56
1374,0.23,0.23
1375,0.3,0.3
1376,0.32,0.32
1377,0.79,0.79
1378,0.7,0.7
1379,0.18,0.18
1380,0.92,0.92
1381,0.46,0.46
1382,0.69,0.69
1383,0.56,0.56
1384,0.63,0.63
1385,0.89,0.89
1386,0.39,0.39
1387,0.44,0.44
1388,0.71,0.71
1389,0.32,0.32
1390,0.13,0.13
1391,0.26,0.26
1392,0.01,0.01
1393,0.53,0.53
1394,0.03,0.03
1395,0.59,0.59
1396,0.05,0.05
1397,0.47,0.47
1398,0.99,0.99
1399,0.58,0.58
1400,0.26,0.26
1401,0.29,0.29
1402,0.71,0.71
1403,1.0,1.0
1404,0.74,0.74
1405,0.6,0.6
1406,0.36,0.36
1407,0.11,0.11
1408,0.38,0.38
1409,0.89,0.89
1410,0.8,0.8
1411,0.74,0.74
1412,0.97,0.97
1413,0.5,0.5
1414,0.5,0.5
1415,0.34,0.34
1416,0.23,0.23
1417,0.38,0.38
1418,0.84,0.84
1419,0.81,0.81
1420,0.1,0.1
1421,0.15,0.15
1422,0.06,0.06
1423,0.12,0.12
1424,0.93,0.93
1425,0.74,0.74
1426,0.6,0.6
1427,0.57,0.57
1428,0.06,0.06
1429,0.48,0.48
1430,0.35,0.35
1431,0.55,0.55
1432,0.39,0.39
1433,0.92,0.92
1434,0.59,0.59
1435,0.25,0.25
1436,0.24,0.24
1437,0.15,0.15
1438,0.57,0.57
1439,0.11,0.11
1440,0.7,0.7
1441,0.83,0.83
1442,0.01,0.01
1443,0.66,0.66
1444,0.23,0.23
1445,0.28,0.28
1446,0.95,0.95
1447,0.6,0.6
1448,0.22,0.22
1449,0.18,0.18
1450,0.32,0.32
1451,0.32,0.32
1452,0.09,0.09
1453,0.87,0.87
1454,0.42,0.42
1455,0.32,0.32
1456,0.83,0.83
1457,0.3,0.3
1458,0.92,0.92
1459,0.94,0.94
1460,0.8,0.8
1461,0.34,0.34
1462,0.33,0.33
1463,0.08,0.08
1464,0.93,0.93
1465,0.1,0.1
1466,0.3,0.3
1467,0.74,0.74
1468,0.63,0.63
1469,0.23,0.23
1470,0.87,0.87
1471,0.2,0.2
1472,0.31,0.31
1473,0.61,0.61
1474,0.29,0.29
1475,0.28,0.28
1476,0.22,0.22
1477,0.76,0.76
1478,0.41,0.41
1479,0.57,0.57
1480,0.77,0.77
1481,0.99,0.99
1482,0.92,0.92
1483,0.91,0.91
1484,0.55,0.55
1485,0.87,0.87
1486,0.49,0.49
1487,0.42,0.42
1488,0.08,0.08
1489,0.67,0.67
1490,0.02,0.02
1491,0.43,0.43
1492,0.77,0.77
1493,0.36,0.36
1494,0.0,0.0
1495,0.75,0.75
1496,0.22,0.22
1497,0.89,0.89
1498,0.97,0.97
1499,0.7,0.7
1500,0.26,0.26
1501,0.11,0.11
1502,0.5,0.5
1503,0.48,0.48
1504,0.42,0.42
1505,0.09,0.09
1506,0.99,0.99
1507,0.66,0.66
1508,0.03,0.03
1509,0.15,0.15
1510,0.63,0.63
1511,0.65,0.65
1512,0.69,0.69
1513,0.71,0.71
1514,0.13,0.13
1515,0.01,0.01
1516,0.79,0.79
1517,0.81,0.81
1518,0.17,0.17
1519,0.62,0.62
1520,0.67,0.67
1521,0.11,0.11
1522,0.92,0.92
1523,0.52,0.52
1524,0.52,0.52
1525,0.68,0.68
1526,0.33,0.33
1527,0.98,0.98
1528,0.42,0.42
1529,0.03,0.03
1530,0.86,0.86
1531,0.27,0.27
1532,0.76,0.76
1533,0.33,0.33
1534,0.47,0.47
1535,0.72,0.72
1536,0.55,0.55
1537,0.8,0.8
1538,0.34,0.34
1539,0.15,0.15
1540,0.96,0.96
1541,0.78,0.78
1542,0.17,0.17
1543,0.65,0.65
1544,0.31,0.31
1545,0.08,0.08
1546,0.64,0.64
1547,0.84,0.84
1548,0.34,0.34
1549,0.66,0.66
1550,0.97,0.97
1551,0.0,0.0
1552,0.77,0.77
1553,0.94,0.94
1554,0.4,0.4
1555,0.66,0.66
1556,0.43,0.43
1557,0.22,0.22
1558,0.85,0.85
1559,0.0,0.0
1560,0.97,0.97
1561,0.68,0.68
1562,0.37,0.37
1563,0.01,0.01
1564,0.43,0.43
1565,0.86,0.86
1566,0.12,0.12
1567,0.04,0.04
1568,0.46,0.46
1569,0.88,0.88
1570,0.71,0.71
1571,0.5,0.5
1572,0.53,0.53
1573,0.06,0.06
1574,0.21,0.21
1575,0.32,0.32
1576,0.54,0.54
1577,0.93,0.93
1578,0.54,0.54
1579,0.73,0.73
1580,0.25,0.25
1581,0.79,0.79
1582,0.19,0.19
1583,0.43,0.43
1584,0.59,0.59
1585,0.08,0.08
1586,0.22,0.22
1587,0.42,0.42
1588,0.39,0.39
1589,0.39,0.39
1590,0.95,0.95
1591,0.66,0.66
1592,0.19,0.19
1593,0.57,0.57
1594,0.98,0.98
1595,0.4,0.4
1596,0.66,0.66
1597,0.98,0.98
1598,0.9,0.9
1599,0.98,0.98
1600,0.31,0.31
1601,0.45,0.45
1602,0.6,0.6
1603,0.83,0.83
1604,0.09,0.09
1605,0.49,0.49
1606,0.21,0.21
1607,0.58,0.58
1608,0.62,0.62
1609,0.87,0.87
1610,0.66,0.66
1611,0.24,0.24
1612,0.71,0.71
1613,0.97,0.97
1614,0.48,0.48
1615,0.99,0.99
1616,0.52,0.52
1617,0.87,0.87
1618,0.82,0.82
1619,0.1,0.1
1620,0.76,0.76
1621,0.79,0.79
1622,0.62,0.62
1623,0.32,0.32
1624,0.22,0.22
1625,0.92,0.92
1626,0.3,0.3
1627,0.38,0.38
1628,0.72,0.72
1629,0.68,0.68
1630,0.98,0.98
1631,0.38,0.38
1632,0.12,0.12
1633,0.93,0.93
1634,0.49,0.49
1635,0.92,0.92
1636,0.49,0.49
1637,0.59,0.59
1638,0.32,0.32
1639,0.15,0.15
1640,0.55,0.55
1641,0.45,0.45
1642,0.54,0.54
1643,0.72,0.72
1644,0.04,0.04
1645,0.9,0.9
1646,0.87,0.87
1647,0.62,0.62
1648,0.44,0.44
1649,0.25,0.25
1650,0.77,0.77
1651,0.96,0.96
1652,0.38,0.38
1653,0.73,0.73
1654,0.56,0.56
1655,0.72,0.72
1656,0.11,0.11
1657,0.59,0.59
1658,0.17,0.17
1659,0.2,0.2
1660,0.01,0.01
1661,0.63,0.63
1662,0.73,0.73
1663,0.94,0.94
1664,0.33,0.33
1665,0.31,0.31
1666,0.76,0.76
1667,0.47,0.47
1668,0.41,0.41
1669,0.22,0.22
1670,0.44,0.44
1671,0.23,0.23
1672,0.41,0.41
1673,0.14,0.14
1674,0.25,0.25
1675,0.6,0.6
1676,0.57,0.57
1677,0.02,0.02
1678,0.51,0.51
1679,0.37,0.37
1680,0.48,0.48
1681,0.25,0.25
1682,0.8,0.8
1683,0.52,0.52
1684,0.58,0.58
1685,0.01,0.01
1686,0.13,0.13
1687,0.07,0.07
1688,0.86,0.86
1689,0.69,0.69
1690,0.81,0.81
1691,0.28,0.28
1692,0.11,0.11
1693,0.63,0.63
1694,0.58,0.58
1695,0.33,0.33
1696,0.79,0.79
1697,0.46,0.46
1698,0.27,0.27
1699,0.33,0.33
1700,0.47,0.47
1701,0.87,0.87
1702,0.34,0.34
1703,0.75,0.75
1704,0.57,0.57
1705,0.0,0.0
1706,0.6,0.6
1707,0.61,0.61
1708,0.05,0.05
1709,0.01,0.01
1710,0.62,0.62
1711,0.47,0.47
1712,0.29,0.29
1713,0.43,0.43
1714,0.27,0.27
1715,0.73,0.73
1716,0.76,0.76
1717,0.84,0.84
1718,0.3,0.3
1719,0.53,0.53
1720,0.7,0.7
1721,0.66,0.66
1722,0.53,0.53
1723,0.25,0.25
1724,0.3,0.3
1725,0.42,0.42
1726,0.22,0.22
1727,0.24,0.24
1728,0.3,0.3
1729,0.36,0.36
1730,0.11,0.11
1731,0.26,0.26
1732,0.58,0.58
1733,0.73,0.73
1734,0.63,0.63
1735,0.96,0.96
1736,0.47,0.47
1737,0.72,0.72
1738,0.67,0.67
1739,0.16,0.16
1740,0.51,0.51
1741,0.69,0.69
1742,0.65,0.65
1743,0.02,0.02
1744,0.66,0.66
1745,0.72,0.72
1746,0.92,0.92
1747,0.72,0.72
1748,0.88,0.88
1749,0.43,0.43
1750,0.62,0.62
1751,0.21,0.21
1752,0.33,0.33
1753,0.4,0.4
1754,0.25,0.25
1755,0.11,0.11
1756,0.75,0.75
1757,0.24,0.24
1758,0.52,0.52
1759,0.0,0.0
1760,0.42,0.42
1761,0.41,0.41
1762,0.52,0.52
1763,0.34,0.34
1764,0.99,0.99
1765,0.06,0.06
1766,0.62,0.62
1767,0.71,0.71
1768,0.82,0.82
1769,0.54,0.54
1770,0.99,0.99
1771,0.45,0.45
1772,0.07,0.07
1773,0.74,0.74
1774,0.35,0.35
1775,0.66,0.66
1776,0.36,0.36
1777,0.13,0.13
1778,0.47,0.47
1779,0.6,0.6
1780,0.88,0.88
1781,0.27,0.27
1782,0.12,0.12
1783,0.46,0.46
1784,0.56,0.56
1785,0.4,0.4
1786,0.63,0.63
1787,0.55,0.55
1788,0.09,0.09
1789,0.35,0.35
1790,0.99,0.99
1791,0.56,0.56
1792,0.23,0.23
1793,0.69,0.69
1794,0.6,0.6
1795,0.07,0.07
1796,0.99,0.99
1797,0.88,0.88
1798,0.28,0.28
1799,0.69,0.69
1800,0.03,0.03
1801,0.06,0.06
1802,0.27,0.27
1803,0.91,0.91
1804,0.45,0.45
1805,0.01,0.01
1806,0.02,0.02
1807,0.13,0.13
1808,0.51,0.51
1809,0.14,0.14
1810,0.37,0.37
1811,0.45,0.45
1812,0.26,0.26
1813,0.26,0.26
1814,0.8,0.8
1815,0.1,0.1
1816,0.55,0.55
1817,0.22,0.22
1818,0.08,0.08
1819,0.82,0.82
1820,0.44,0.44
1821,0.05,0.05
1822,0.66,0.66
1823,0.65,0.65
1824,0.85,0.85
1825,0.9,0.9
1826,0.18,0.18
1827,0.82,0.82
1828,0.85,0.85
1829,0.54,0.54
1830,0.78,0.78
1831,0.1,0.1
1832,0.08,0.08
1833,0.31,0.31
1834,0.31,0.31
1835,0.53,0.53
1836,0.35,0.35
1837,0.38,0.38
1838,0.73,0.73
1839,0.57,0.57
1840,0.07,0.07
1841,0.47,0.47
1842,0.29,0.29
1843,0.4,0.4
1844,0.69,0.69
1845,0.6,0.6
1846,0.14,0.14
1847,0.35,0.35
1848,0.1,0.1
1849,0.93,0.93
1850,0.74,0.74
1851,0.28,0.28
1852,0.66,0.66
1853,0.8,0.8
1854,0.08,0.08
1855,0.01,0.01
1856,0.07,0.07
1857,0.59,0.59
1858,0.71,0.71
1859,0.86,0.86
1860,0.39,0.39
1861,0.77,0.77
1862,0.58,0.58
1863,0.45,0.45
1864,0.59,0.59
1865,0.04,0.04
1866,0.53,0.53
1867,0.23,0.23
1868,0.85,0.85
1869,0.39,0.39
1870,0.71,0.71
1871,0.79,0.79
1872,0.15,0.15
1873,0.07,0.07
1874,0.83,0.83
1875,0.62,0.62
1876,0.8,0.8
1877,0.98,0.98
1878,0.43,0.43
1879,0.75,0.75
1880,0.61,0.61
1881,0.78,0.78
1882,0.37,0.37
1883,0.35,0.35
1884,0.05,0.05
1885,0.95,0.95
1886,0.37,0.37
1887,0.65,0.65
1888,0.95,0.95
1889,0.62,0.62
1890,0.68,0.68
1891,0.43,0.43
1892,0.99,0.99
1893,0.7,0.7
1894,0.86,0.86
1895,0.62,0.62
1896,0.4,0.4
1897,0.4,0.4
1898,0.88,0.88
1899,0.82,0.82
1900,0.81,0.81
1901,0.51,0.51
1902,0.19,0.19
1903,0.52,0.52
1904,0.31,0.31
1905,0.17,0.17
1906,0.09,0.09
1907,0.19,0.19
1908,0.42,0.42
1909,0.99,0.99
1910,0.57,0.57
1911,0.6,0.6
1912,0.52,0.52
1913,0.3,0.3
1914,0.45,0.45
1915,0.35,0.35
1916,0.76,0.76
1917,0.53,0.53
1918,0.31,0.31
1919,0.91,0.91
1920,0.9,0.9
1921,0.01,0.01
1922,0.75,0.75
1923,0.51,0.51
1924,0.06,0.06
1925,0.06,0.06
1926,0.74,0.74
1927,0.61,0.61
1928,0.35,0.35
1929,0.2,0.2
1930,0.01,0.01
1931,0.63,0.63
1932,0.32,0.32
1933,0.23,0.23
1934,0.46,0.46
1935,0.16,0.16
1936,0.58,0.58
1937,0.44,0.44
1938,0.34,0.34
1939,0.16,0.16
1940,0.6,0.6
1941,0.33,0.33
1942,0.78,0.78
1943,0.17,0.17
1944,0.67,0.67
1945,0.59,0.59
1946,0.35,0.35
1947,0.93,0.93
1948,0.11,0.11
1949,0.86,0.86
1950,0.69,0.69
1951,0.01,0.01
1952,0.05,0.05
1953,0.67,0.67
1954,0.95,0.95
1955,0.14,0.14
1956,0.12,0.12
1957,0.7,0.7
1958,0.96,0.96
1959,0.89,0.89
1960,0.18,0.18
1961,0.12,0.12
1962,0.58,0.58
1963,0.76,0.76
1964,0.08,0.08
1965,0.19,0.19
1966,0.77,0.77
1967,0.12,0.12
1968,0.71,0.71
1969,0.47,0.47
1970,0.85,0.85
1971,0.17,0.17
1972,0.2,0.2
1973,0.31,0.31
1974,0.13,0.13
1975,0.24,0.24
1976,0.26,0.26
1977,0.15,0.15
1978,0.83,0.83
1979,0.41,0.41
1980,0.26,0.26
1981,0.59,0.59
1982,0.02,0.02
1983,0.66,0.66
1984,0.5,0.5
1985,0.24,0.24
1986,0.98,0.98
1987,0.8,0.8
1988,0.52,0.52
1989,0.06,0.06
1990,0.0,0.0
1991,0.97,0.97
1992,0.73,0.73
1993,0.22,0.22
1994,0.64,0.64
1995,0.34,0.34
1996,0.42,0.42
1997,0.33,0.33
1998,0.16,0.16
1999,0.34,0.34
2000,0.7,0.7
2001,0.47,0.47
2002,0.84,0.84
2003,0.1,0.1
2004,0.29,0.29
2005,0.14,0.14
2006,0.34,0.34
2007,0.15,0.15
2008,0.61,0.61
2009,0.41,0.41
2010,0.56,0.56
2011,0.74,0.74
2012,0.67,0.67
2013,0.43,0.43
2014,0.54,0.54
2015,0.73,0.73
2016,0.88,0.88
2017,0.19,0.19
2018,0.29,0.29
2019,0.01,0.01
2020,0.9,0.9
2021,0.83,0.83
2022,0.54,0.54
2023,0.51,0.51
2024,0.57,0.57
2025,0.45,0.45
2026,0.01,0.01
2027,0.81,0.81
2028,0.62,0.62
2029,0.2,0.2
2030,0.19,0.19
2031,0.26,0.26
2032,0.47,0.47
2033,0.25,0.25
2034,0.1,0.1
2035,0.73,0.73
2036,0.1,0.1
2037,0.98,0.98
2038,0.86,0.86
2039,0.39,0.39
2040,0.75,0.75
2041,0.48,0.48
2042,0.77,0.77
2043,0.66,0.66
2044,0.84,0.84
2045,0.02,0.02
2046,0.96,0.96
2047,0.25,0.25
2048,0.72,0.72
2049,0.67,0.67
2050,0.18,0.18
2051,0.05,0.05
2052,0.86,0.86
2053,0.88,0.88
2054,0.78,0.78
2055,0.32,0.32
2056,0.38,0.38
2057,0.61,0.61
2058,0.09,0.09
2059,0.73,0.73
2060,0.03,0.03
2061,0.81,0.81
2062,0.83,0.83
2063,0.6,0.6
2064,0.86,0.86
2065,0.41,0.41
2066,0.69,0.69
2067,0.53,0.53
2068,0.92,0.92
2069,0.72,0.72
2070,0.41,0.41
2071,0.08,0.08
2072,0.16,0.16
2073,0.23,0.23
2074,0.43,0.43
2075,0.19,0.19
2076,0.87,0.87
2077,0.9,0.9
2078,0.68,0.68
2079,0.3,0.3
2080,0.34,0.34
2081,0.9,0.9
2082,0.83,0.83
2083,0.4,0.4
2084,0.37,0.37
2085,0.23,0.23
2086,0.81,0.81
2087,0.01,0.01
2088,0.08,0.08
2089,0.39,0.39
2090,0.49,0.49
2091,0.1,0.1
2092,0.47,0.47
2093,0.68,0.68
2094,0.53,0.53
2095,0.4,0.4
2096,0.86,0.86
2097,0.56,0.56
2098,0.95,0.95
2099,0.28,0.28
2100,0.55,0.55
2101,0.39,0.39
2102,0.93,0.93
2103,0.98,0.98
2104,0.52,0.52
2105,0.94,0.94
2106,0.55,0.55
2107,0.84,0.84
2108,0.15,0.15
2109,0.89,0.89
2110,0.58,0.58
2111,0.16,0.16
2112,0.19,0.19
2113,0.85,0.85
2114,0.19,0.19
2115,0.8,0.8
2116,0.04,0.04
2117,0.31,0.31
2118,0.13,0.13
2119,0.42,0.42
2120,0.15,0.15
2121,0.77,0.77
2122,0.27,0.27
2123,0.69,0.69
2124,0.41,0.41
2125,0.39,0.39
2126,0.15,0.15
2127,0.47,0.47
2128,0.96,0.96
2129,0.89,0.89
2130,0.71,0.71
2131,0.25,0.25
2132,0.67,0.67
2133,0.91,0.91
2134,0.5,0.5
2135,0.28,0.28
2136,0.55,0.55
2137,0.23,0.23
2138,0.95,0.95
2139,0.9,0.9
2140,0.97,0.97
2141,0.32,0.32
2142,0.24,0.24
2143,0.74,0.74
2144,0.48,0.48
2145,0.02,0.02
2146,0.88,0.88
2147,0.07,0.07
2148,0.3,0.3
2149,0.63,0.63
2150,0.97,0.97
2151,0.03,0.03
2152,0.95,0.95
2153,0.12,0.12
2154,0.87,0.87
2155,0.78,0.78
2156,0.61,0.61
2157,0.9,0.9
2158,0.55,0.55
2159,0.29,0.29
2160,0.13,0.13
2161,0.21,0.21
2162,0.44,0.44
2163,0.61,0.61
2164,0.46,0.46
2165,0.47,0.47
2166,0.23,0.23
2167,0.75,0.75
2168,0.32,0.32
2169,0.36,0.36
2170,0.12,0.12
2171,0.35,0.35
2172,0.48,0.48
2173,0.77,0.77
2174,0.71,0.71
2175,0.52,0.52
2176,0.61,0.61
2177,0.22,0.22
2178,0.08,0.08
2179,0.88,0.88
2180,0.83,0.83
2181,0.0,0.0
2182,0.09,0.09
2183,0.25,0.25
2184,0.61,0.61
2185,0.77,0.77
2186,0.06,0.06
2187,0.16,0.16
2188,0.2,0.2
2189,0.51,0.51
2190,0.86,0.86
2191,0.39,0.39
2192,0.11,0.11
2193,0.43,0.43
2194,0.4,0.4
2195,0.62,0.62
2196,0.63,0.63
2197,0.21,0.21
2198,0.99,0.99
2199,0.82,0.82
2200,0.32,0.32
2201,0.89,0.89
2202,0.36,0.36
2203,0.13,0.13
2204,0.75,0.75
2205,0.88,0.88
2206,0.23,0.23
2207,0.07,0.07
2208,0.4,0.4
2209,0.4,0.4
2210,0.57,0.57
2211,0.28,0.28
2212,0.85,0.85
2213,0.08,0.08
2214,0.07,0.07
2215,0.21,0.21
2216,0.38,0.38
2217,0.65,0.65
2218,0.02,0.02
2219,0.75,0.75
2220,0.96,0.96
2221,0.24,0.24
2222,0.56,0.56
2223,0.19,0.19
2224,0.55,0.55
2225,0.41,0.41
2226,0.79,0.79
2227,0.57,0.57
2228,0.53,0.53
2229,0.61,0.61
2230,0.01,0.01
2231,0.04,0.04
2232,0.14,0.14
2233,0.36,0.36
2234,0.11,0.11
2235,0.58,0.58
2236,0.32,0.32
2237,0.7,0.7
2238,0.91,0.91
2239,0.91,0.91
2240,0.67,0.67
2241,0.8,0.8
2242,0.07,0.07
2243,0.23,0.23
2244,0.61,0.61
2245,0.46,0.46
2246,0.98,0.98
2247,0.01,0.01
2248,0.27,0.27
2249,0.73,0.73
2250,0.84,0.84
2251,0.26,0.26
2252,0.98,0.98
2253,0.43,0.43
2254,0.86,0.86
2255,0.94,0.94
2256,0.19,0.19
2257,0.97,0.97
2258,0.77,0.77
2259,0.52,0.52
2260,0.67,0.67
2261,0.08,0.08
2262,0.33,0.33
2263,0.1,0.1
2264,0.17,0.17
2265,0.35,0.35
2266,0.02,0.02
2267,0.7,0.7
2268,0.32,0.32
2269,0.7,0.7
2270,0.05,0.05
2271,0.12,0.12
2272,0.94,0.94
2273,0.07,0.07
2274,0.2,0.2
2275,0.3,0.3
2276,0.81,0.81
2277,0.88,0.88
2278,0.36,0.36
2279,0.59,0.59
2280,0.5,0.5
2281,0.41,0.41
2282,0.54,0.54
2283,0.04,0.04
2284,0.23,0.23
2285,0.36,0.36
2286,0.54,0.54
2287,0.2,0.2
2288,0.45,0.45
2289,0.11,0.11
2290,0.11,0.11
2291,0.66,0.66
2292,0.08,0.08
2293,0.72,0.72
2294,0.87,0.87
2295,0.31,0.31
2296,0.57,0.57
2297,0.05,0.05
2298,0.31,0.31
2299,0.52,0.52
2300,0.4,0.4
2301,0.44,0.44
2302,0.16,0.16
2303,0.47,0.47
2304,0.4,0.4
2305,0.24,0.24
2306,0.7,0.7
2307,0.5,0.5
2308,0.13,0.13
2309,0.14,0.14
2310,0.21,0.21
2311,0.28,0.28
2312,0.29,0.29
2313,0.18,0.18
2314,0.71,0.71
2315,0.31,0.31
2316,0.99,0.99
2317,0.35,0.35
2318,0.04,0.04
2319,0.84,0.84
2320,0.99,0.99
2321,0.66,0.66
2322,0.96,0.96
2323,0.97,0.97
2324,0.58,0.58
2325,0.01,0.01
2326,0.62,0.62
2327,0.3,0.3
2328,0.89,0.89
2329,0.94,0.94
2330,0.7,0.7
2331,0.25,0.25
2332,0.63,0.63
2333,0.62,0.62
2334,0.07,0.07
2335,0.12,0.12
2336,0.84,0.84
2337,0.23,0.23
2338,0.8,0.8
2339,0.62,0.62
2340,0.71,0.71
2341,0.9,0.9
2342,0.57,0.57
2343,0.39,0.39
2344,0.73,0.73
2345,0.13,0.13
2346,0.57,0.57
2347,0.03,0.03
2348,0.26,0.26
2349,0.56,0.56
2350,0.59,0.59
2351,0.35,0.35
2352,0.6,0.6
2353,0.79,0.79
2354,0.76,0.76
2355,0.02,0.02
2356,0.36,0.36
2357,0.55,0.55
2358,0.9,0.9
2359,0.08,0.08
2360,0.66,0.66
2361,0.16,0.16
2362,0.05,0.05
2363,0.37,0.37
2364,0.38,0.38
2365,0.25,0.25
2366,0.8,0.8
2367,0.24,0.24
2368,0.43,0.43
2369,0.89,0.89
2370,0.39,0.39
2371,0.63,0.63
2372,0.14,0.14
2373,0.81,0.81
2374,0.66,0.66
2375,0.32,0.32
2376,0.37,0.37
2377,0.28,0.28
2378,0.21,0.21
2379,0.54,0.54
2380,0.95,0.95
2381,0.08,0.08
2382,0.58,0.58
2383,0.79,0.79
2384,0.84,0.84
2385,0.88,0.88
2386,0.58,0.58
2387,0.02,0.02
2388,0.85,0.85
2389,0.07,0.07
2390,0.87,0.87
2391,0.22,0.22
2392,0.9,0.9
2393,0.79,0.79
2394,0.59,0.59
2395,0.66,0.66
2396,0.61,0.61
2397,0.66,0.66
2398,0.72,0.72
2399,0.74,0.74
2400,0.94,0.94
2401,0.76,0.76
2402,0.26,0.26
2403,0.11,0.11
2404,0.6,0.6
2405,0.76,0.76
2406,0.89,0.89
2407,0.68,0.68
2408,0.6,0.6
2409,0.49,0.49
2410,0.08,0.08
2411,0.81,0.81
2412,0.01,0.01
2413,0.5,0.5
2414,0.76,0.76
2415,0.03,0.03
2416,0.33,0.33
2417,0.68,0.68
2418,0.98,0.98
2419,0.74,0.74
2420,0.3,0.3
2421,0.2,0.2
2422,0.77,0.77
2423,0.88,0.88
2424,0.53,0.53
2425,0.18,0.18
2426,0.22,0.22
2427,0.67,0.67
2428,0.07,0.07
2429,0.76,0.76
2430,1.0,1.0
2431,0.42,0.42
2432,0.35,0.35
2433,0.63,0.63
2434,0.39,0.39
2435,0.42,0.42
2436,0.16,0.16
2437,0.83,0.83
2438,0.67,0.67
2439,0.03,0.03
2440,0.98,0.98
2441,0.89,0.89
2442,0.19,0.19
2443,0.35,0.35
2444,0.53,0.53
2445,0.91,0.91
2446,0.64,0.64
2447,0.64,0.64
2448,0.58,0.58
2449,0.05,0.05
2450,0.79,0.79
2451,0.44,0.44
2452,0.53,0.53
2453,0.99,0.99
2454,0.66,0.66
2455,0.18,0.18
2456,0.48,0.48
2457,0.83,0.83
2458,0.09,0.09
2459,0.6,0.6
2460,0.97,0.97
2461,0.28,0.28
2462,0.4,0.4
2463,0.78,0.78
2464,0.28,0.28
2465,0.47,0.47
2466,0.31,0.31
2467,0.12,0.12
2468,0.64,0.64
2469,0.07,0.07
2470,0.23,0.23
2471,0.32,0.32
2472,0.66,0.66
2473,0.12,0.12
2474,0.45,0.45
2475,0.47,0.47
2476,0.5,0.5
2477,0.48,0.48
2478,0.7,0.7
2479,0.53,0.53
2480,0.92,0.92
2481,0.49,0.49
2482,0.93,0.93
2483,0.06,0.06
2484,0.2,0.2
2485,0.28,0.28
2486,0.94,0.94
2487,0.56,0.56
2488,0.1,0.1
2489,0.0,0.0
2490,0.68,0.68
2491,0.75,0.75
2492,0.72,0.72
2493,0.73,0.73
2494,0.75,0.75
2495,0.63,0.63
2496,0.17,0.17
2497,0.06,0.06
2498,0.09,0.09
2499,0.76,0.76
2500,0.99,0.99
2501,0.49,0.49
2502,0.57,0.57
2503,0.75,0.75
2504,0.97,0.97
2505,0.79,0.79
2506,0.92,0.92
2507,0.8,0.8
2508,1.0,1.0
2509,0.31,0.31
2510,0.35,0.35
2511,0.33,0.33
2512,0.34,0.34
2513,0.13,0.13
2514,0.83,0.83
2515,0.47,0.47
2516,0.16,0.16
2517,0.94,0.94
2518,0.81,0.81
2519,0.37,0.37
2520,0.47,0.47
2521,0.01,0.01
2522,0.88,0.88
2523,0.43,0.43
2524,0.33,0.33
2525,0.2,0.2
2526,0.22,0.22
2527,0.2,0.2
2528,0.59,0.59
2529,0.6,0.6
2530,0.41,0.41
2531,0.8,0.8
2532,0.75,0.75
2533,0.77,0.77
2534,0.84,0.84
2535,0.99,0.99
2536,0.93,0.93
2537,0.3,0.3
2538,0.75,0.75
2539,0.47,0.47
2540,0.64,0.64
2541,0.15,0.15
2542,0.28,0.28
2543,0.59,0.59
2544,0.45,0.45
2545,0.53,0.53
2546,0.93,0.93
2547,0.46,0.46
2548,0.24,0.24
2549,0.88,0.88
2550,0.27,0.27
2551,0.76,0.76
2552,0.43,0.43
2553,0.48,0.48
2554,0.49,0.49
2555,0.11,0.11
2556,0.01,0.01
2557,0.37,0.37
2558,0.19,0.19
2559,0.62,0.62
2560,0.18,0.18
2561,0.34,0.34
2562,0.57,0.57
2563,0.93,0.93
2564,0.81,0.81
2565,0.72,0.72
2566,0.64,0.64
2567,0.04,0.04
2568,0.35,0.35
2569,0.89,0.89
2570,0.55,0.55
2571,0.49,0.49
2572,0.56,0.56
2573,0.59,0.59
2574,0.87,0.87
2575,0.85,0.85
2576,0.05,0.05
2577,0.44,0.44
2578,0.03,0.03
2579,0.46,0.46
2580,0.46,0.46
2581,0.68,0.68
2582,0.39,0.39
2583,0.29,0.29
2584,0.48,0.48
2585,0.12,0.12
2586,0.08,0.08
2587,0.07,0.07
2588,0.14,0.14
2589,0.35,0.35
2590,0.86,0.86
2591,0.86,0.86
2592,0.62,0.62
2593,0.27,0.27
2594,0.17,0.17
2595,0.69,0.69
2596,0.02,0.02
2597,0.09,0.09
2598,0.05,0.05
2599,0.65,0.65
2600,0.59,0.59
2601,0.19,0.19
2602,0.85,0.85
2603,0.5,0.5
2604,0.77,0.77
2605,0.65,0.65
2606,0.49,0.49
2607,0.16,0.16
2608,0.89,0.89
2609,0.66,0.66
2610,0.39,0.39
2611,0.94,0.94
2612,0.17,0.17
2613,0.02,0.02
2614,0.56,0.56
2615,0.53,0.53
2616,0.64,0.64
2617,0.4,0.4
2618,0.25,0.25
2619,0.89,0.89
2620,0.71,0.71
2621,0.25,0.25
2622,0.45,0.45
2623,0.11,0.11
2624,0.55,0.55
2625,0.09,0.09
2626,0.17,0.17
2627,0.81,0.81
2628,0.3,0.3
2629,0.94,0.94
2630,0.97,0.97
2631,0.22,0.22
